genome_id	taxonomy_phylum	taxonomy_class	taxonomy_order	ecological_niche	lifestyle
Podospora_pseudopauciseta_CBS_411.78	Ascomycota	Sordariomycetes	Sordariales	dung_saprotroph	saprotroph_symbiotroph
Polychaeton_citri_CBS_116435	Ascomycota	Dothideomycetes	Capnodiales	plant_pathogen	pathotroph_saprotroph
Polychytrium_aggregatum_JEL109	Chytridiomycota	Chytridiomycetes	Polychytriales	undefined_saprotroph	saprotroph
Polyplosphaeria_fusca_CBS_125425	Ascomycota	Dothideomycetes	Pleosporales	plant_saprotroph	saprotroph
Polyporus_arcularius_HHB13444	Basidiomycota	Agaricomycetes	Polyporales	wood_saprotroph	pathotroph_saprotroph
Polyporus_brumalis_kfri_20912	Basidiomycota	Agaricomycetes	Polyporales	wood_saprotroph	pathotroph_saprotroph
Polyrhizophydium_stewartii_JEL0888	Chytridiomycota	Chytridiomycetes	Rhizophydiales		
Polytolypa_hystricis_UAMH7299	Ascomycota	Eurotiomycetes	Onygenales	dung_saprotroph	saprotroph
Porodaedalea_pini_BCRC_35384	Basidiomycota	Agaricomycetes	Hymenochaetales	wood_saprotroph	pathotroph_saprotroph
Porogramme_epimiltina	Basidiomycota	Agaricomycetes	Polyporales	wood_saprotroph	saprotroph
Poronia_punctata_CBS_180.79	Ascomycota	Sordariomycetes	Xylariales	dung_saprotroph	saprotroph
Porphyrellus_aff._niger_UT-M0000331	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Porphyrellus_cyaneotinctus_MICH12342	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Porpolomopsis_calyptriformis	Basidiomycota	Agaricomycetes	Agaricales	undefined_saprotroph	saprotroph_symbiotroph
Postia_placenta_MAD-698-R-SB12	Basidiomycota	Agaricomycetes	Polyporales	wood_saprotroph	saprotroph
Powellomyces_hirtus_BR81	Chytridiomycota	Chytridiomycetes	Spizellomycetales	pollen_saprotroph	pathotroph_saprotroph
Preussia_sp._BSL10_BSL10	Ascomycota	Dothideomycetes	Cladosporiales	dung_saprotroph	saprotroph
Preussia_sp._D2B6_D2B6	Ascomycota	Dothideomycetes	Cladosporiales	dung_saprotroph	saprotroph
Priceomyces_carsonii_CBS4050	Ascomycota	Pichiomycetes	Serinales	animal_pathogen	pathotroph
Priceomyces_castillae_NRRL_Y-7501	Ascomycota	Pichiomycetes	Serinales	animal_pathogen	pathotroph
Priceomyces_fermenticarens_NRRL_Y-17321	Ascomycota	Pichiomycetes	Serinales	undefined_saprotroph	saprotroph
Priceomyces_haplophilus_JCM_1635	Ascomycota	Pichiomycetes	Serinales	animal_pathogen	pathotroph
Priceomyces_medius_NRRL_Y-7122	Ascomycota	Pichiomycetes	Serinales	undefined_saprotroph	saprotroph
Priceomyces_melissophilus_ZIM_1115	Ascomycota	Pichiomycetes	Serinales	undefined_saprotroph	saprotroph
Prillingera_fragicola_JCM_1530	Basidiomycota	Tremellomycetes	Trichosporonales	undefined_saprotroph	saprotroph_symbiotroph
Proliferodiscus_dingleyae_D683	Ascomycota	Leotiomycetes	Helotiales	wood_saprotroph	saprotroph
Protomyces_arabidopsidicola_C29	Ascomycota	Taphrinomycetes	Taphrinales	plant_pathogen	pathotroph
Protomyces_gravidus_NRRL_Y-17093	Ascomycota	Taphrinomycetes	Taphrinales	plant_pathogen	pathotroph
Protomyces_inouyei_NRRL_YB-4354	Ascomycota	Taphrinomycetes	Taphrinales	plant_pathogen	pathotroph
Protomyces_inundatus_NRRL_Y-6349	Ascomycota	Taphrinomycetes	Taphrinales	plant_pathogen	pathotroph
Protomyces_lactucae-debilis_12-1054	Ascomycota	Taphrinomycetes	Taphrinales	plant_pathogen	pathotroph
Protomyces_macrosporus_NRRL_Y-12879	Ascomycota	Taphrinomycetes	Taphrinales	plant_pathogen	pathotroph
Protomyces_pachydermus_NRRL_YB-4355	Ascomycota	Taphrinomycetes	Taphrinales	plant_pathogen	pathotroph
Pseudevernia_furfuracea_Pfur_oli_TBG_2151	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Pseudoaustroboletus_valens_TRTC168382	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pseudocercospora_cruenta_Pscow-1	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocercospora_crystallina_XJS617	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocercospora_eumusae_CBS_114824	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocercospora_fijiensis_CIRAD86	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocercospora_fuligena_CBS_109729	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocercospora_macadamiae_BRIP_55526	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocercospora_musae_CBS_116634	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocercospora_pini-densiflorae_CBS_125139	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocercospora_ulei_GCL012	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocercospora_vitis_HUCC_2361	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Pseudocyphellaria_aurata_Werth_ST10-01b	Ascomycota	Lecanoromycetes	Peltigerales	lichenized	symbiotroph
Pseudodiploospora_longispora_2022051405-3	Ascomycota	Sordariomycetes	Hypocreales		
Pseudodiscina_melaleucoides_MICH352039	Ascomycota	Pezizomycetes	Pezizales		
Pseudofabraea_citricarpa_WZ-H	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph_saprotroph
Pseudogymnoascus_destructans_20631-21	Ascomycota	Leotiomycetes	Thelebolales	animal_pathogen	pathotroph
Pseudogymnoascus_pannorum_ATCC_16222	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._03VT05_03VT05	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._04NY16_04NY16	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._05NY08_05NY08	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._23342-1-I1_23342-1-I1	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._24MN13_24MN13	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._BL308_BL308	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._BL549_BL549	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._SDFLT0511_SDFLT0511	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-103_VKM_F-103	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-3557_VKM_F-3557	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-3775_VKM_F-3775	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-3808_VKM_F-3808	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4246_VKM_F-4246	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4281_VKM_F-4281	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4513_VKM_F-4513	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4514_VKM_F-4514	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4515_VKM_F-4515	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4516_VKM_F-4516	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4517_VKM_F-4517	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4518_VKM_F-4518	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4519_VKM_F-4519	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._VKM_F-4520_VKM_F-4520	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_sp._WSF_3629_WSF_3629	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudogymnoascus_verrucosus_UAMH_10579	Ascomycota	Leotiomycetes	Thelebolales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Pseudohalonectria_lignicola_M95	Ascomycota	Sordariomycetes	Magnaporthales	wood_saprotroph	saprotroph
Pseudohyphozyma_bogoriensis_ATCC_18809	Basidiomycota	Microbotryomycetes		undefined_saprotroph	saprotroph
Pseudomassariella_vexata_CBS_129021	Ascomycota	Sordariomycetes	Xylariales	undefined_saprotroph	saprotroph
Pseudomicrostroma_glucosiphilum_MCA_4718	Basidiomycota	Exobasidiomycetes	Microstromatales	plant_pathogen	pathotroph_symbiotroph
Pseudomicrostroma_phylloplanum_JCM_9035	Basidiomycota	Exobasidiomycetes	Microstromatales	plant_pathogen	pathotroph_symbiotroph
Pseudomonodictys_pantanalensis_A73	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	saprotroph
Pseudonectria_buxi_AR2414	Ascomycota	Sordariomycetes	Hypocreales	wood_saprotroph	saprotroph
Pseudonectria_foliicola_JAC18-02	Ascomycota	Sordariomycetes	Hypocreales	wood_saprotroph	saprotroph
Pseudoneurospora_amorphoporcata_CBS_626.80	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Pseudopestalotiopsis_chinensis_AH-3-21*	Ascomycota	Sordariomycetes	Xylariales	plant_pathogen	pathotroph
Pseudopestalotiopsis_theae_CYF27	Ascomycota	Sordariomycetes	Xylariales	plant_pathogen	pathotroph
Pseudophaeomoniella_oleicola_M24	Ascomycota	Eurotiomycetes	Phaeomoniellales	plant_pathogen	pathotroph
Pseudopithomyces_chartarum_AGR01	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph_saprotroph
Pseudopithomyces_maydicus_SBW1	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph_saprotroph
Pseudopyrenochaeta_lycopersici_CRA-PAV_ER_1518	Ascomycota	Dothideomycetes	Pleosporales	undefined_saprotroph	saprotroph
Pseudopyrenochaeta_terrestris_FJII-L10-SW-DR1	Ascomycota	Dothideomycetes	Pleosporales	undefined_saprotroph	saprotroph
Pseudopyricularia_cyperi_Cr9010	Ascomycota	Sordariomycetes	Magnaporthales	plant_pathogen	pathotroph
Pseudopyricularia_javani_CrA8401	Ascomycota	Sordariomycetes	Magnaporthales	plant_pathogen	pathotroph
Pseudotulostoma_volvatum_6Q3QHG6JMA	Ascomycota	Eurotiomycetes	Eurotiales	ectomycorrhizal	symbiotroph
Pseudoverpa_anthracobia_ACD0563	Ascomycota	Pezizomycetes	Pezizales		
Pseudovirgaria_hyperparasitica_CBS_121739	Ascomycota	Dothideomycetes	Acrospermales	fungal_parasite	pathotroph
Pseudozyma_flocculosa_PF-1	Basidiomycota	Ustilaginomycetes	Ustilaginales	epiphyte	pathotroph_symbiotroph
Pseudozyma_hubeiensis_SY62	Basidiomycota	Ustilaginomycetes	Ustilaginales	animal_pathogen	pathotroph
Pseudozyma_pruni_CBS_10937	Basidiomycota	Ustilaginomycetes	Ustilaginales	epiphyte	pathotroph_symbiotroph
Pseudozyma_sp._F8B2_F8B2	Basidiomycota	Ustilaginomycetes	Ustilaginales	epiphyte	pathotroph_symbiotroph
Pseudozyma_sp._M118-08B_M118-08B	Basidiomycota	Ustilaginomycetes	Ustilaginales	epiphyte	pathotroph_symbiotroph
Pseudozyma_thailandica_CBS_10006	Basidiomycota	Ustilaginomycetes	Ustilaginales	epiphyte	pathotroph_symbiotroph
Pseudozyma_tsukubaensis_NBRC_1940	Basidiomycota	Ustilaginomycetes	Ustilaginales	epiphyte	pathotroph_symbiotroph
Psilocybe_allenii_FT_PsAlle-01_psal1	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_azurescens_FSU_13761	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_caeruleorhiza_160500191_JJPCAE-M_D4_1	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_cf._subviscida_CBS_101986	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_cubensis_MGC-MH-2018	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_cyanescens_2631	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_galindoi_Georgia-2-SW	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_maluti_494175_JJUP-M_B1_3	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_mexicana_FSU_13617	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_semilanceata_141588727_JJPSEM-M_A1_3	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_subaeruginosa_BRIP75296	Basidiomycota	Agaricomycetes	Agaricales	leaf_saprotroph	saprotroph
Psilocybe_tampanensis_sample3	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Psilocybe_zapotecorum_36797577_XRCPCJ01_C1_3	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Pterula_gracilis_CBS_309.79	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Pterula_multifida	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Ptychographa_xylographoides_T1868	Ascomycota	Lecanoromycetes	Trapeliales	lichenized	symbiotroph
Puccinia_brachypodii_F-Fl	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Puccinia_coronata_12SD80	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Puccinia_graminis_CRL_75-36-700-3	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Puccinia_hordei_560	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Puccinia_horiana_SC2014G01	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Puccinia_novopanici_Ard-01	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Puccinia_polysora_GD1913	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Puccinia_sorghi_RO10H11247	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Puccinia_striiformis_134E16A+17+33+	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Puccinia_triticina_Pt15	Basidiomycota	Pucciniomycetes	Pucciniales	plant_pathogen	pathotroph
Pulchroboletus_neoregius_NY575842	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_aff._annulatus_UT-M0000386	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_aff._carminiporus_UT-M0000361	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_aff._ridleyi_TRTC175146	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_aff._viridisquamosus_G4423	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_cf._aberrans_UT-M0000365	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_cf._rosaemariae_G4403	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_cf._viridisquamosus_KM173163	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_frians_UT-M0002064	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_ravenelii_NY2072397	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pulveroboletus_ridleyi_TRTC168367	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Punctularia_strigosozonata_HHB-11173_SS5	Basidiomycota	Agaricomycetes	Corticiales	wood_saprotroph	pathotroph_saprotroph
Purpureocillium_lavendulum_YMF1.00683	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph_saprotroph
Purpureocillium_lilacinum_CBS_284.36	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph_saprotroph
Purpureocillium_takamizusanense_PT3	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph_saprotroph
Puttea_exsequens_T1888	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Pycnora_praestabilis_Spribille_s.n._21.07.2019_TS-e1952	Ascomycota	Candelariomycetes	Candelariales	lichenized	symbiotroph
Pyrenochaeta_sp._DS3sAY3a_DS3sAY3a	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	pathotroph_saprotroph
Pyrenochaeta_sp._MPI-SDFR-AT-0127_MPI-SDFR-AT-0127	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	pathotroph_saprotroph
Pyrenochaeta_sp._UM_256_UM_256	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	pathotroph_saprotroph
Pyrenophora_graminea_CBS_336.29	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph_saprotroph
Pyrenophora_seminiperda_CCB06	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph_saprotroph
Pyrenophora_teres_P-A14	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Pyrenophora_tritici-repentis_M4	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Pyrenopolyporus_hunteri_MUCL_49339	Ascomycota	Sordariomycetes	Xylariales	wood_saprotroph	saprotroph
Pyrenula_aspistea_KRB14	Ascomycota	Eurotiomycetes	Pyrenulales	lichenized	symbiotroph
Pyrenula_massariospora_TSL107	Ascomycota	Eurotiomycetes	Pyrenulales	lichenized	symbiotroph
Pyricularia_grisea_NI907	Ascomycota	Sordariomycetes	Magnaporthales	plant_pathogen	pathotroph
Pyricularia_oryzae_70-15	Ascomycota	Sordariomycetes	Magnaporthales	plant_pathogen	pathotroph
Pyricularia_pennisetigena_Br36	Ascomycota	Sordariomycetes	Magnaporthales	plant_pathogen	pathotroph
Pyricularia_sp._18-2_18-2	Ascomycota	Sordariomycetes	Magnaporthales	plant_pathogen	pathotroph
Pyricularia_sp._CBS_133598_NI919	Ascomycota	Sordariomycetes	Magnaporthales	plant_pathogen	pathotroph
Pyricularia_sp._CD86_CD86	Ascomycota	Sordariomycetes	Magnaporthales	plant_pathogen	pathotroph
Pyricularia_urashimae_UbJA125	Ascomycota	Sordariomycetes	Magnaporthales	plant_pathogen	pathotroph
Pyronema_domesticum_CBS_144463	Ascomycota	Pezizomycetes	Pezizales	undefined_saprotroph	saprotroph
Pyronema_omphalodes_CBS_144459	Ascomycota	Pezizomycetes	Pezizales	undefined_saprotroph	saprotroph_symbiotroph
Pyrrhoderma_noxium_FFPRI411160	Basidiomycota	Agaricomycetes	Hymenochaetales	wood_saprotroph	pathotroph_saprotroph
Quaeritorhiza_haematococci_JEL0916	Chytridiomycota	Chytridiomycetes		algal_parasite	pathotroph
Quambalaria_eucalypti_CMW1101	Basidiomycota	Exobasidiomycetes	Microstromatales	plant_pathogen	pathotroph
Rachicladosporium_monterosium_CCFEE_5386	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	saprotroph
Rachicladosporium_sp._CCFEE_5018_CCFEE_5018	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	saprotroph
Racocetra_fulgida_IN212	Mucoromycota	Glomeromycetes	Diversisporales	arbuscular_mycorrhizal	symbiotroph
Racocetra_persica_MA461A	Mucoromycota	Glomeromycetes	Diversisporales	arbuscular_mycorrhizal	symbiotroph
Racodium_therryanum_Rac09Pj11-1	Ascomycota	Dothideomycetes	Racodiales	lichenized	symbiotroph
Radiomyces_spectabilis_NRRL_2753	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Raffaelea_albimanens_CBS_271.70	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Raffaelea_ambrosiae_CBS_185.64	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Raffaelea_arxii_CBS_273.70	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Raffaelea_deltoideospora_VPRI43720	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Raffaelea_sp._RL272_RL272	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ramalina_farinacea_LIQ254RAFAR	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Ramalina_intermedia_YAF0013	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Ramalina_peruviana_YAF0012	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Ramaria_cf._rubripermanens_MG17	Basidiomycota	Agaricomycetes	Gomphales	ectomycorrhizal	saprotroph_symbiotroph
Ramaria_rubella_UT-36052-T	Basidiomycota	Agaricomycetes	Gomphales	ectomycorrhizal	symbiotroph
Ramaria_sp._MG151_MG151	Basidiomycota	Agaricomycetes	Gomphales	ectomycorrhizal	saprotroph_symbiotroph
Ramicandelaber_brevisporus_CBS_109374	Zoopagomycota		Ramicandelaberales	undefined_saprotroph	saprotroph
Ramichloridium_luteum_CPC_18961	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph_pathotroph_saprotroph
Ramularia_coccinea_NJWW	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Ramularia_collo-cygni_URUG2	Ascomycota	Dothideomycetes	Mycosphaerellales	endophyte	symbiotroph
Ramularia_punctiformis_CBS_113265	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Rasamsonia_emersonii_CBS_393.64	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph
Recurvomyces_mirabilis_CCFEE_5264	Ascomycota	Dothideomycetes	Mycosphaerellales	undefined_saprotroph	saprotroph
Retiboletus_flavoniger_NY354083	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Retiboletus_fuscus_TRTC157162	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Retiboletus_ornatipes_MG30	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Reticulascus_tulasneorum_NRRL18230	Ascomycota	Sordariomycetes	Glomerellales	wood_saprotroph	saprotroph
Rhexocercosporidium_sp._MPI-PUGE-AT-0058_MPI-PUGE-AT-0058	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph_saprotroph
Rhinocladiella_mackenziei_CBS_650.93	Ascomycota	Eurotiomycetes	Chaetothyriales	animal_pathogen	pathotroph
Rhinocladiella_similis_Poitiers_1	Ascomycota	Eurotiomycetes	Chaetothyriales	animal_pathogen	pathotroph
Rhizoclosmatium_globosum_JEL800	Chytridiomycota	Chytridiomycetes	Chytridiales	plant_saprotroph	pathotroph_saprotroph
Rhizoclosmatium_hyalinum_JEL0917	Chytridiomycota	Chytridiomycetes	Chytridiales	plant_saprotroph	pathotroph_saprotroph
Rhizoclosmatium_sp._JEL0117_JEL0117	Chytridiomycota	Chytridiomycetes	Chytridiales	plant_saprotroph	pathotroph_saprotroph
Rhizoctonia_solani_AG-1_IA	Basidiomycota	Agaricomycetes	Cantharellales	plant_pathogen	pathotroph
Rhizodermea_veluwensis_JCM_30689	Ascomycota	Leotiomycetes	Helotiales	endophyte	saprotroph_symbiotroph
Rhizodiscina_lignyota_CBS_133067	Ascomycota	Dothideomycetes	Aulographales	wood_saprotroph	saprotroph
Rhizomucor_miehei_CAU432	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Rhizomucor_pusillus	Mucoromycota	Mucoromycetes	Mucorales	animal_pathogen	pathotroph
Rhizophagus_clarus_HR1	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal	symbiotroph
Rhizophagus_irregularis_DAOM-197198	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal	symbiotroph
Rhizophagus_prolifer_CMCC_AM-1901	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal	symbiotroph
Rhizophagus_sp._LPA8_1_AMF_LPA8_1_AMF	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal	symbiotroph
Rhizophagus_sp._LPA8_3_AMF_LPA8_3_AMF	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal	symbiotroph
Rhizophagus_sp._LPA8_4_AMF_LPA8_4_AMF	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal	symbiotroph
Rhizophagus_sp._MUCL_43196_MUCL_43196	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal	symbiotroph
Rhizophlyctis_rosea_JEL0764	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	undefined_saprotroph	saprotroph
Rhizopogon_fuscorubens_AM-Bonito1a	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Rhizopogon_hawkerae_AM-Trappe36296	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Rhizopogon_parksii_AM-Trappe36302	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Rhizopogon_roseolus_Mykothek_Nr_97.03	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Rhizopogon_rudus_AM-MX12-043c	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
