genome_id	taxonomy_phylum	taxonomy_class	taxonomy_order	ecological_niche	lifestyle
Choiromyces_venosus_120613-1	Ascomycota	Pezizomycetes	Pezizales	ectomycorrhizal	symbiotroph
Chondrostereum_purpureum_DSM_4894	Basidiomycota	Agaricomycetes	Agaricales	plant_pathogen	pathotroph_saprotroph
Chroogomphus_rutilus_MG62	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	pathotroph_symbiotroph
Chrysoporthe_austroafricana_CMW_2113	Ascomycota	Sordariomycetes	Diaporthales	plant_pathogen	pathotroph
Chrysoporthe_cubensis_CMW_10028	Ascomycota	Sordariomycetes	Diaporthales	plant_pathogen	pathotroph
Chrysoporthe_deuterocubensis_CMW_8650	Ascomycota	Sordariomycetes	Diaporthales	plant_pathogen	pathotroph
Chrysoporthe_puriensis_CMW54409	Ascomycota	Sordariomycetes	Diaporthales	plant_pathogen	pathotroph
Chrysoporthe_syzygiicola_CMW_29940	Ascomycota	Sordariomycetes	Diaporthales	plant_pathogen	pathotroph
Chrysoporthe_zambiensis_CMW_29930	Ascomycota	Sordariomycetes	Diaporthales	plant_pathogen	pathotroph
Chrysosphaeria_jannelii_CMW47058	Ascomycota	Sordariomycetes	Ophiostomatales		
Chrysosporium_keratinophilum_CBS_104.62	Ascomycota	Eurotiomycetes	Onygenales	animal_pathogen	pathotroph
Chrysosporium_queenslandicum_CBS_280.77	Ascomycota	Eurotiomycetes	Onygenales	animal_pathogen	pathotroph
Chrysothrix_sp._TS-e1954_Spribille_s.n._12.05.2019_TS-e1954	Ascomycota	Arthoniomycetes	Arthoniales	lichenized	symbiotroph
Chytridiales_sp._JEL_0842_JEL_0842	Chytridiomycota	Chytridiomycetes	Chytridiales		
Chytridiomycetes_sp._concoct_11	Chytridiomycota	Chytridiomycetes			
Chytridium_lagenaria_Arg66	Chytridiomycota	Chytridiomycetes	Chytridiales	algal_parasite	pathotroph_symbiotroph
Chytriomyces_cf._hyalinus_JEL632_JEL632	Chytridiomycota	Chytridiomycetes	Chytridiales	undefined_saprotroph	pathotroph_saprotroph
Chytriomyces_confervae_CBS_675.73	Chytridiomycota	Chytridiomycetes	Chytridiales	undefined_saprotroph	pathotroph_saprotroph
Chytriomyces_hyalinus_ARG121	Chytridiomycota	Chytridiomycetes	Chytridiales	undefined_saprotroph	pathotroph_saprotroph
Chytriomyces_sp._MP71_MP71	Chytridiomycota	Chytridiomycetes	Chytridiales	undefined_saprotroph	pathotroph_saprotroph
Ciboria_shiraiana_LR-318	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph_saprotroph
Ciborinia_camelliae_ITAC2	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph
Circinella_minor_CBS_143.56	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Circinella_umbellata_NRRL1351	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Cirrosporium_novae-zelandiae_CBS125236	Ascomycota	Xylobotryomycetes	Xylobotryales	wood_saprotroph	saprotroph
Citeromyces_hawaiiensis_NRRL_Y-11581	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	pathotroph_saprotroph
Citeromyces_matritensis_NRRL_Y-2407	Ascomycota	Pichiomycetes	Pichiales	animal_pathogen	pathotroph
Citeromyces_nyonsensis_CBS_12700	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	pathotroph_saprotroph
Citeromyces_siamensis_NRRL_Y-27975	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	pathotroph_saprotroph
Cladobotryum_mycophilum_ATHUM6906	Ascomycota	Sordariomycetes	Hypocreales	fungal_parasite	pathotroph
Cladobotryum_protrusum_CCMJ2080	Ascomycota	Sordariomycetes	Hypocreales	fungal_parasite	pathotroph
Cladochytrium_replicatum_JEL_714	Chytridiomycota	Chytridiomycetes	Cladochytriales	undefined_saprotroph	saprotroph
Cladochytrium_tenue_CCIBt4013	Chytridiomycota	Chytridiomycetes	Cladochytriales	plant_saprotroph	pathotroph_saprotroph
Cladonia_borealis_ANT050790	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Cladonia_macilenta_KoLRI003786	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Cladonia_metacorallifera	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Cladonia_norvegica	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Cladonia_rangiferina_SA24	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Cladonia_squamosa	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Cladonia_stellaris_CA-23-2305-A	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Cladonia_uncialis_Normore_8774	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Cladophialophora_bantiana_CBS_173.52	Ascomycota	Eurotiomycetes	Chaetothyriales	animal_pathogen	pathotroph
Cladophialophora_carrionii_CBS_160.54	Ascomycota	Eurotiomycetes	Chaetothyriales	animal_pathogen	pathotroph_saprotroph
Cladophialophora_chaetospira_TK_41	Ascomycota	Eurotiomycetes	Chaetothyriales	endophyte	symbiotroph
Cladophialophora_exuberans_CMRP1227	Ascomycota	Eurotiomycetes	Chaetothyriales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Cladophialophora_immunda_CBS_83496	Ascomycota	Eurotiomycetes	Chaetothyriales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Cladophialophora_psammophila_CBS_110553	Ascomycota	Eurotiomycetes	Chaetothyriales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Cladophialophora_sp._XZL-2018a_CGMCC_3.18769	Ascomycota	Eurotiomycetes	Chaetothyriales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Cladophialophora_yegresii_CBS_114405	Ascomycota	Eurotiomycetes	Chaetothyriales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Cladorrhinum_samala_PSN324	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Cladorrhinum_sp._PSN259_PSN259	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Cladorrhinum_sp._PSN332_PSN332	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporiaceae_sp._IMV_00045_IMV_00045	Ascomycota	Dothideomycetes	Cladosporiales	animal_pathogen	pathotroph_saprotroph_symbiotroph
Cladosporiales_sp._eukMAG-1	Ascomycota	Dothideomycetes	Cladosporiales		
Cladosporium_antarcticum_LH_A391	Ascomycota	Dothideomycetes	Cladosporiales	lichen_parasite	pathotroph
Cladosporium_austrohemisphaericum_FJI-L7-BK-DG1	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_cladosporioides_TYU	Ascomycota	Dothideomycetes	Cladosporiales	endophyte	pathotroph_symbiotroph
Cladosporium_colombiae_601	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_cucumerinum_C1	Ascomycota	Dothideomycetes	Cladosporiales	plant_pathogen	pathotroph
Cladosporium_endophyticum_LH_A213	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_oxysporum_AAAS_A1	Ascomycota	Dothideomycetes	Cladosporiales	endophyte	pathotroph_symbiotroph
Cladosporium_phlei_ATCC_36193	Ascomycota	Dothideomycetes	Cladosporiales	plant_pathogen	pathotroph
Cladosporium_sp._BF-F_BF-F	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_sp._F165_F165	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_sp._F190_F190	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_sp._JES_115_JES_115	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_sp._MBC_237_MBC_237	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_sp._MBC_869_MBC_869	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_sp._SL-16_SL-16	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_sp._SW67_SW67	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_sp._TM138-S3_TM138-S3	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Cladosporium_sphaerospermum_R2409	Ascomycota	Dothideomycetes	Cladosporiales	endophyte	symbiotroph
Cladosporium_tenuissimum_A3.I.1	Ascomycota	Dothideomycetes	Cladosporiales	endophyte	pathotroph_symbiotroph
Cladosporium_velox_C4	Ascomycota	Dothideomycetes	Cladosporiales	plant_saprotroph	pathotroph_saprotroph_symbiotroph
Clarireedia_aff._paspali_H2_H2	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph
Clarireedia_hainanense_H4	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph
Clarireedia_homoeocarpa_HRI11	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph
Clarireedia_jacksonii_MB01	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph
Clarireedia_monteithiana_H7	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph
Clarireedia_paspali_H3	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph
Clarireedia_sp._CPB17_CPB17	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph
Clarireedia_sp._SE16F4_SE16F4	Ascomycota	Leotiomycetes	Helotiales	plant_pathogen	pathotroph
Clathrospora_elynae_CBS_161.51	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph_saprotroph
Clathrus_columnatus_MO-923	Basidiomycota	Agaricomycetes	Phallales	undefined_saprotroph	saprotroph
Claussenomyces_sp._TS43310_Spribille_43310_TS-e1940	Ascomycota	Leotiomycetes	Leotiales	wood_saprotroph	saprotroph
Clavaria_fumosa	Basidiomycota	Agaricomycetes	Agaricales	undefined_saprotroph	saprotroph_symbiotroph
Clavariopsis_aquatica_WD_A-00-1	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	pathotroph_saprotroph
Claviceps_aff._humidiphila_group_G2b_LM81	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_aff._purpurea_Clav52	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_africana_CCC_489	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_arundinis_CCC_1102	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_bavariensis_CCC434	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_capensis_CCC_1504	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_citrina_CCC_265	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_cyperi_CCC_1219	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_digitariae_CCC_659	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_fusiformis_PRL_1980	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_humidiphila_LM576	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_lovelessii_CCC_647	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_maximensis_CCC_398	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_monticola_CCC_1483	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_occidentalis_PRL1580	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_paspali_ILB388	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_pazoutovae_CCC_1485	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_perihumidiphila_PRL_1566	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_purpurea_LM72	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_pusilla_CCC_602	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_quebecensis_136	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_ripicola_JM_7.2	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sorghi_CCC_632	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._Clav32_group_G5_Clav32	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._Clav50_group_G5_Clav50	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._LM218_group_G6_LM218	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._LM219_group_G6_LM219	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._LM220_group_G6_LM220	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._LM454_group_G7_LM454	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._LM458_group_G5_LM458	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._LM77_group_G4_LM77	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._LM78_group_G4_LM78	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_sp._LM84_group_G4_LM84	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Claviceps_spartinae_CCC_535	Ascomycota	Sordariomycetes	Hypocreales	plant_pathogen	pathotroph
Clavispora_fructus_NRRL_Y-17072	Ascomycota	Pichiomycetes	Serinales	plant_saprotroph	pathotroph_saprotroph
Clavispora_lusitaniae_FDAARGOS_655	Ascomycota	Pichiomycetes	Serinales	animal_pathogen	pathotroph
Clavispora_opuntiae_NRRL_Y-11820	Ascomycota	Pichiomycetes	Serinales	plant_saprotroph	pathotroph_saprotroph
Clavispora_reshetovae_CBS_11556	Ascomycota	Pichiomycetes	Serinales	plant_saprotroph	pathotroph_saprotroph
Clavispora_santaluciae_A1.5	Ascomycota	Pichiomycetes	Serinales	plant_saprotroph	pathotroph_saprotroph
Clavispora_sp._NYNU_161120_NYNU_161120	Ascomycota	Pichiomycetes	Serinales	plant_saprotroph	pathotroph_saprotroph
Clavispora_sp._NYNU_174173_NYNU_174173	Ascomycota	Pichiomycetes	Serinales	plant_saprotroph	pathotroph_saprotroph
Clavulina_sp._PMI_390_PMI_390	Basidiomycota	Agaricomycetes	Cantharellales	ectomycorrhizal	symbiotroph
Clitocybe_nebularis	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	pathotroph_saprotroph
Clitopilus_hobsonii_QYL-10	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	pathotroph_saprotroph
Clitopilus_passeckerianus	Basidiomycota	Agaricomycetes	Agaricales	fungal_parasite	pathotroph
Clohesyomyces_aquaticus_CBS_115471	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	saprotroph
Clonostachys_byssicola	Ascomycota	Sordariomycetes	Hypocreales	wood_saprotroph	pathotroph_saprotroph
Clonostachys_chloroleuca_Cc878	Ascomycota	Sordariomycetes	Hypocreales	wood_saprotroph	pathotroph_saprotroph
Clonostachys_rhizophaga	Ascomycota	Sordariomycetes	Hypocreales	wood_saprotroph	pathotroph_saprotroph
Clonostachys_rosea_CR-7	Ascomycota	Sordariomycetes	Hypocreales	endophyte	symbiotroph
Clonostachys_solani	Ascomycota	Sordariomycetes	Hypocreales	wood_saprotroph	pathotroph_saprotroph
Clonostachys_sp._G600_G600	Ascomycota	Sordariomycetes	Hypocreales	wood_saprotroph	pathotroph_saprotroph
Clonostachys_sp._G952_G952	Ascomycota	Sordariomycetes	Hypocreales	wood_saprotroph	pathotroph_saprotroph
Clydaea_vesicula_JEL0476	Chytridiomycota	Chytridiomycetes	Lobulomycetales	pollen_saprotroph	saprotroph
Coccidioides_immitis_RS	Ascomycota	Eurotiomycetes	Onygenales	animal_pathogen	pathotroph_saprotroph
Coccidioides_posadasii_Silveira	Ascomycota	Eurotiomycetes	Onygenales	animal_pathogen	pathotroph_saprotroph
Coccinonectria_pachysandricola_JAC16-16	Ascomycota	Sordariomycetes	Hypocreales	plant_saprotroph	saprotroph
Cochlonema_odontosperma_E-All	Zoopagomycota	Zoopagomycetes	Zoopagales	protist_parasite	pathotroph
Coelomomyces_lativittatus_CIRM-AVA-1-Meiospore	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	animal_parasite	pathotroph_saprotroph
Coemansia_aciculifera_RSA_476	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_asiatica_NBRC_105413	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_biformis_BCRC_34381	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_brasiliensis_NRRL_1566	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_erecta_NBRC_32514	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_furcata_CBS_102833	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_guatemalensis_NRRL_1565	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_helicoidea_BCRC_34780	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_interrupta_BCRC_34489	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_javaensis_NBRC_105414	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_linderi_BCRC_34191	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_mojavensis_RSA_71	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_nantahalensis_CBS_109366	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_pectinata_BCRC_34297	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_reversa_NRRL_1564	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._formosensis_NRRL_5531	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._BCRC_34301_BCRC_34301	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._BCRC_34490_BCRC_34490	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._BCRC_34962_BCRC_34962	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._Benny_D115_Benny_D115	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._Benny_D160-2_Benny_D160-2	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._Cherry_401B_Cherry_401B	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._D1744_D1744	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._IMI_203386_IMI_203386	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._IMI_209127_IMI_209127	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._IMI_209128_IMI_209128	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1085_RSA_1085	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1086_RSA_1086	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1199_RSA_1199	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1200_RSA_1200	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1250_RSA_1250	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1285_RSA_1285	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1286_RSA_1286	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1287_RSA_1287	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1290_RSA_1290	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1358_RSA_1358	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1365_RSA_1365	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1591_RSA_1591	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1646_RSA_1646	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1694_RSA_1694	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1721_RSA_1721	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1722_RSA_1722	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1752_RSA_1752	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1797_RSA_1797	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1804_RSA_1804	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1807_RSA_1807	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1813_RSA_1813	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1821_RSA_1821	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1822_RSA_1822	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1824_RSA_1824	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1836_RSA_1836	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1843_RSA_1843	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1853_RSA_1853	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1878_RSA_1878	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1933_RSA_1933	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1935_RSA_1935	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1937_RSA_1937	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1938_RSA_1938	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1939_RSA_1939	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_1972_RSA_1972	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2049_RSA_2049	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2050_RSA_2050	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2052_RSA_2052	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2131_RSA_2131	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2167_RSA_2167	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2320_RSA_2320	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2322_RSA_2322	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2336_RSA_2336	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2337_RSA_2337	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2399_RSA_2399	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2424_RSA_2424	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2440_RSA_2440	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_25_RSA_25	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2522_RSA_2522	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2523_RSA_2523	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2524_RSA_2524	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2526_RSA_2526	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2530_RSA_2530	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2531_RSA_2531	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
Coemansia_sp._RSA_2559_RSA_2559	Zoopagomycota	Kickxellomycetes	Kickxellales	undefined_saprotroph	saprotroph
